policy_id,inception_date,expiration_date,company_id,exposure_units,premium
1531,2016-01-01,2016-12-31,24217,20,799.15
1532,2016-07-01,2017-07-01,2802,189,1248.35
1533,2016-07-01,2017-07-01,4926,18,778.07
1534,2016-01-01,2016-12-31,357,43,1190.3
1535,2016-07-01,2017-07-01,20368,30,1100.3
1536,2016-01-01,2016-12-31,1817,12,696.98
1537,2016-07-01,2017-07-01,13960,2,338.63
1538,2016-07-01,2017-07-01,10004,43,1428.36
1539,2016-07-01,2017-07-01,21830,9,1278.89
1540,2016-01-01,2016-12-31,9732,82,2027.52
1541,2016-07-01,2017-07-01,21433,27,1288.75
1542,2016-01-01,2016-12-31,19207,38,1159.4
1543,2016-10-01,2017-10-01,10249,14,909.76
1544,2016-07-01,2017-07-01,13702,10,1238.47
1545,2016-07-01,2017-07-01,15963,14,727.81
1546,2016-07-01,2017-07-01,14069,3,524.65
1547,2016-11-01,2017-11-01,17275,10,660.52
1548,2016-01-01,2016-12-31,27272,14,909.76
1549,2016-07-01,2017-07-01,320,14,727.81
1550,2016-09-01,2017-09-01,2365,37,922.18
1551,2016-01-01,2016-12-31,25900,6,558.35
1552,2016-07-01,2017-07-01,21121,58,1012.09
1553,2016-06-01,2017-06-01,27033,16,754.52
1554,2016-01-01,2016-12-31,7915,34,905.27
1555,2016-01-01,2016-12-31,4186,134,1179.57
1556,2016-06-01,2017-06-01,21513,5,521.89
1557,2016-01-01,2016-12-31,14065,30,1760.48
1558,2016-02-01,2017-01-31,9353,32,893.15
1559,2016-07-01,2017-07-01,19250,26,1064.52
1560,2016-01-01,2016-12-31,9459,30,1100.3
1561,2016-03-01,2017-03-01,15200,1,200
1562,2016-01-01,2016-12-31,26682,30,1320.36
1563,2016-07-01,2017-07-01,26011,25,843.78
1564,2016-10-01,2017-10-01,7549,30,1100.3
1565,2016-01-01,2016-12-31,21715,51,1972.73
1566,2016-01-01,2016-12-31,4512,11,849.47
1567,2016-05-01,2017-05-01,7031,8,615.89
1568,2016-01-01,2016-12-31,1618,32,893.15
1569,2016-01-01,2016-12-31,9994,49,978.36
1570,2016-01-01,2016-12-31,10605,1,200
1571,2016-01-01,2016-12-31,20547,13,1425.98
1572,2016-01-01,2016-12-31,4260,15,741.61
1573,2016-01-01,2016-12-31,11702,19,788.89
1574,2016-07-01,2017-07-01,23166,227,1284.99
1575,2016-04-01,2017-04-01,10358,1,200
1576,2016-01-01,2016-12-31,15616,40,1172.22
1577,2016-01-01,2016-12-31,6341,28,866.44
1578,2016-08-01,2017-08-01,8668,157,1211.25
1579,2016-01-01,2016-12-31,27676,34,905.27
1580,2016-07-01,2017-07-01,12648,11,679.58
1581,2016-12-01,2017-12-01,27701,2,338.63
1582,2016-01-01,2016-12-31,25079,144,1193.96
1583,2016-07-01,2017-07-01,17218,30,1760.48
1584,2016-01-01,2016-12-31,6427,15,741.61
1585,2016-08-01,2017-08-01,13494,11,679.58
1586,2016-07-01,2017-07-01,1679,1,300
1587,2016-04-01,2017-04-01,20331,17,766.64
1588,2016-07-01,2017-07-01,8144,38,927.52
1589,2016-02-01,2017-01-31,24334,44,956.84
1590,2016-07-01,2017-07-01,18389,16,754.52
1591,2016-04-01,2017-04-01,27177,6,558.35
1592,2016-01-01,2016-12-31,11923,19,986.11
1593,2016-01-01,2016-12-31,27424,10,660.52
1594,2016-07-01,2017-07-01,20841,93,1659.78
1595,2016-05-01,2017-05-01,19854,30,880.24
1596,2016-07-01,2017-07-01,17309,29,1091.82
1597,2016-01-01,2016-12-31,6641,6,558.35
1598,2016-05-01,2017-05-01,26055,112,1143.7
1599,2016-01-01,2016-12-31,9408,79,2147.78
1600,2016-08-01,2017-08-01,5037,25,1582.08
1601,2016-07-01,2017-07-01,3149,115,1436.23
1602,2016-07-01,2017-07-01,11509,34,1131.59
1603,2016-01-01,2016-12-31,18616,58,1265.11
1604,2016-01-01,2016-12-31,4833,144,1492.45
1605,2016-01-01,2016-12-31,619,30,880.24
1606,2016-06-01,2017-06-01,1908,29,873.46
1607,2016-09-01,2017-09-01,12839,30,880.24
1608,2016-07-01,2017-07-01,4991,80,1076.41
1609,2016-09-01,2017-09-01,22171,17,766.64
1610,2016-06-01,2017-06-01,469,4,477.26
1611,2016-11-01,2017-11-01,19008,216,1275.06
1612,2016-07-01,2017-07-01,15425,30,880.24
1613,2016-07-01,2017-07-01,11968,36,1833.41
1614,2016-07-01,2017-07-01,7811,2,338.63
1615,2016-06-01,2017-06-01,13397,30,880.24
1616,2016-07-01,2017-07-01,20258,1,200
1617,2016-01-01,2016-12-31,23550,6,558.35
1618,2016-01-01,2016-12-31,26553,77,1335.95
1619,2016-07-01,2017-07-01,11443,10,660.52
1620,2016-01-01,2016-12-31,1336,14,909.76
1621,2016-06-01,2017-06-01,2123,1,300
1622,2016-01-01,2016-12-31,19382,25,1265.66
1623,2016-09-01,2017-09-01,19620,26,851.62
1624,2016-09-01,2017-09-01,6591,38,927.52
1625,2016-01-01,2016-12-31,3268,41,942.71
1626,2016-01-01,2016-12-31,25505,23,827.1
1627,2016-07-01,2017-07-01,24673,30,880.24
1628,2016-07-01,2017-07-01,22218,37,922.18
1629,2016-10-01,2017-10-01,7025,11,679.58
1630,2016-01-01,2016-12-31,23934,46,1207.16
1631,2016-07-01,2017-07-01,3447,30,880.24
1632,2016-01-01,2016-12-31,3619,24,835.61
1633,2016-07-01,2017-07-01,17757,1,200
1634,2016-07-01,2017-07-01,5530,144,1492.45
1635,2016-01-01,2016-12-31,14674,46,965.73
1636,2016-01-01,2016-12-31,25404,11,679.58
1637,2016-01-01,2016-12-31,14252,224,1282.33
1638,2016-01-01,2016-12-31,25806,6,558.35
1639,2016-08-01,2017-08-01,746,23,827.1
1640,2016-01-01,2016-12-31,5139,27,859.17
1641,2016-07-01,2017-07-01,5588,46,965.73
1642,2016-07-01,2017-07-01,2482,269,1648.68
1643,2016-06-01,2017-06-01,13324,2,338.63
1644,2016-01-01,2016-12-31,19378,13,891.24
1645,2016-01-01,2016-12-31,15577,28,866.44
1646,2016-01-01,2016-12-31,11159,30,880.24
1647,2016-01-01,2016-12-31,2796,2,338.63
1648,2016-01-01,2016-12-31,24583,2,338.63
1649,2016-08-01,2017-08-01,5703,17,766.64
1650,2016-07-01,2017-07-01,14162,7,589.18
1651,2016-12-01,2017-12-01,18979,32,1786.29
1652,2016-12-01,2017-12-01,20546,11,679.58
1653,2016-01-01,2016-12-31,5793,3,419.72
1654,2016-04-01,2017-04-01,19556,30,880.24
1655,2016-07-01,2017-07-01,24855,113,1145.48
1656,2016-07-01,2017-07-01,21695,12,696.98
1657,2016-05-01,2017-05-01,25147,10,660.52
1658,2016-07-01,2017-07-01,15847,49,978.36
1659,2016-12-01,2017-12-01,21429,45,1201.67
1660,2016-07-01,2017-07-01,16558,19,788.89
1661,2016-08-01,2017-08-01,21261,27,859.17
1662,2016-01-01,2016-12-31,1812,1,200
1663,2016-06-01,2017-06-01,5768,59,1015.51
1664,2016-03-01,2017-03-01,5727,14,727.81
1665,2016-01-01,2016-12-31,23567,214,1273.2
1666,2016-01-01,2016-12-31,17845,30,880.24
1667,2016-01-01,2016-12-31,20604,62,1025.43
1668,2016-10-01,2017-10-01,4844,70,1049.7
1669,2016-03-01,2017-03-01,2790,42,947.53
1670,2016-06-01,2017-06-01,14411,5,1304.72
1671,2016-01-01,2016-12-31,7391,84,1357.7
1672,2016-07-01,2017-07-01,8201,19,788.89
1673,2016-07-01,2017-07-01,27537,1,300
1674,2016-01-01,2016-12-31,6702,30,880.24
1675,2016-07-01,2017-07-01,5699,46,1207.16
1676,2016-07-01,2017-07-01,9507,14,909.76
1677,2016-01-01,2016-12-31,6658,29,873.46
1678,2016-01-01,2016-12-31,21688,10,660.52
1679,2016-07-01,2017-07-01,1982,5,652.36
1680,2016-03-01,2017-03-01,7442,8,923.83
1681,2016-07-01,2017-07-01,18576,8,615.89
1682,2016-01-01,2016-12-31,14713,6,1395.88
1683,2016-01-01,2016-12-31,18237,30,880.24
1684,2016-01-01,2016-12-31,15006,30,880.24
1685,2016-05-01,2017-05-01,4808,18,1167.11
1686,2016-07-01,2017-07-01,2134,27,859.17
1687,2016-01-01,2016-12-31,9528,1,200
1688,2016-10-01,2017-10-01,254,15,1483.22
1689,2016-07-01,2017-07-01,26965,31,886.8
1690,2016-07-01,2017-07-01,10209,1,200
1691,2016-03-01,2017-03-01,2619,3,524.65
1692,2016-05-01,2017-05-01,8408,118,1154.14
1693,2016-07-01,2017-07-01,11992,70,1574.55
1694,2016-03-01,2017-03-01,20294,79,1342.36
1695,2016-07-01,2017-07-01,9663,61,1022.17
1696,2016-12-01,2017-12-01,24254,3,419.72
1697,2016-01-01,2016-12-31,7269,14,727.81
1698,2016-06-01,2017-06-01,27622,34,1131.59
1699,2016-01-01,2016-12-31,14100,30,1100.3
1700,2016-07-01,2017-07-01,24664,6,558.35
1701,2016-05-01,2017-05-01,7338,26,851.62
1702,2016-06-01,2017-06-01,6182,6,697.94
1703,2016-07-01,2017-07-01,2063,139,1186.89
1704,2016-10-01,2017-10-01,5315,40,1758.33
1705,2016-12-01,2017-12-01,17942,36,916.7
1706,2016-07-01,2017-07-01,13280,16,754.52
1707,2016-07-01,2017-07-01,20603,48,974.24
1708,2016-06-01,2017-06-01,18756,12,696.98
1709,2016-08-01,2017-08-01,6619,32,1116.43
1710,2016-06-01,2017-06-01,19356,21,1011.13
1711,2016-02-01,2017-01-31,21755,30,880.24
1712,2016-08-01,2017-08-01,22827,3,419.72
1713,2016-01-01,2016-12-31,18659,65,1034.88
1714,2016-06-01,2017-06-01,2040,2,507.94
1715,2016-03-01,2017-03-01,16618,30,1100.3
1716,2016-01-01,2016-12-31,23644,30,1100.3
1717,2016-09-01,2017-09-01,6618,130,1466.88
1718,2016-01-01,2016-12-31,362,11,679.58
1719,2016-01-01,2016-12-31,17152,53,994.06
1720,2016-05-01,2017-05-01,2410,1,200
1721,2016-01-01,2016-12-31,9179,33,1124.13
1722,2016-01-01,2016-12-31,25908,79,1610.83
1723,2016-07-01,2017-07-01,10166,134,1179.57
1724,2016-01-01,2016-12-31,6276,61,1022.17
1725,2016-04-01,2017-04-01,5630,5,521.89
1726,2016-07-01,2017-07-01,20469,21,808.9
1727,2016-06-01,2017-06-01,2973,30,880.24
1728,2016-01-01,2016-12-31,26698,24,835.61
1729,2016-06-01,2017-06-01,14190,17,1533.29
1730,2016-01-01,2016-12-31,17745,32,1116.43
1731,2016-05-01,2017-05-01,8540,26,851.62
1732,2016-01-01,2016-12-31,4358,30,1100.3
1733,2016-01-01,2016-12-31,13447,192,1564.37
1734,2016-01-01,2016-12-31,14156,67,1040.94
1735,2016-10-01,2017-10-01,2102,4,477.26
1736,2016-04-01,2017-04-01,9649,1,500
1737,2016-07-01,2017-07-01,8869,10,825.65
1738,2016-07-01,2017-07-01,23919,8,769.86
1739,2016-01-01,2016-12-31,12646,1,200
1740,2016-11-01,2017-11-01,22090,176,1234.1
1741,2016-01-01,2016-12-31,11253,93,1106.52
1742,2016-07-01,2017-07-01,12498,122,1160.8
1743,2016-07-01,2017-07-01,8010,30,880.24
1744,2016-01-01,2016-12-31,15217,30,880.24
1745,2016-10-01,2017-10-01,9449,8,615.89
1746,2016-07-01,2017-07-01,12547,13,712.99
1747,2016-01-01,2016-12-31,10385,1,200
1748,2016-07-01,2017-07-01,23768,14,909.76
1749,2016-01-01,2016-12-31,19351,48,1217.8
1750,2016-07-01,2017-07-01,25009,30,880.24
1751,2016-01-01,2016-12-31,9225,5,521.89
1752,2016-07-01,2017-07-01,9052,240,1620.16
1753,2016-07-01,2017-07-01,11537,54,997.8
1754,2016-07-01,2017-07-01,11972,46,965.73
1755,2016-10-01,2017-10-01,15311,2,677.26
1756,2016-07-01,2017-07-01,2561,11,679.58
1757,2016-09-01,2017-09-01,20511,16,1509.04
1758,2016-07-01,2017-07-01,1851,106,1132.69
1759,2016-01-01,2016-12-31,11569,13,712.99
1760,2016-07-01,2017-07-01,14685,13,712.99
1761,2016-01-01,2016-12-31,9222,1,200
1762,2016-10-01,2017-10-01,19106,144,1492.45
1763,2016-01-01,2016-12-31,15470,24,1044.51
1764,2016-05-01,2017-05-01,25760,18,778.07
1765,2016-11-01,2017-11-01,271,30,1100.3
1766,2016-02-01,2017-01-31,5379,35,911.07
1767,2016-07-01,2017-07-01,641,10,660.52
1768,2016-11-01,2017-11-01,8177,132,1176.56
1769,2016-07-01,2017-07-01,6887,11,679.58
1770,2016-01-01,2016-12-31,18372,12,1045.47
1771,2016-01-01,2016-12-31,23436,7,589.18
1772,2016-07-01,2017-07-01,23489,38,1855.03
1773,2016-02-01,2017-01-31,24481,3,524.65
1774,2016-07-01,2017-07-01,8883,72,2110.67
1775,2016-07-01,2017-07-01,1385,36,916.7
1776,2016-01-01,2016-12-31,9919,30,1320.36
1777,2016-05-01,2017-05-01,15726,6,558.35
1778,2016-07-01,2017-07-01,6229,30,880.24
1779,2016-01-01,2016-12-31,5327,30,880.24
1780,2016-09-01,2017-09-01,23024,18,778.07
1781,2016-04-01,2017-04-01,1986,39,932.71
1782,2016-07-01,2017-07-01,23562,30,880.24
1783,2016-07-01,2017-07-01,10193,30,880.24
1784,2016-07-01,2017-07-01,7128,18,778.07
1785,2016-03-01,2017-03-01,18982,30,880.24
1786,2016-11-01,2017-11-01,2196,46,1207.16
1787,2016-01-01,2016-12-31,15511,112,1715.55
1788,2016-07-01,2017-07-01,15269,1,200
1789,2016-11-01,2017-11-01,4568,1,250
1790,2016-03-01,2017-03-01,11116,46,965.73
1791,2016-01-01,2016-12-31,9077,46,965.73
1792,2016-01-01,2016-12-31,27618,6,558.35
1793,2016-05-01,2017-05-01,27037,131,1175.04
1794,2016-01-01,2016-12-31,19062,103,1126.95
1795,2016-03-01,2017-03-01,2683,1,400
1796,2016-09-01,2017-09-01,13293,1,200
1797,2016-09-01,2017-09-01,26722,66,1037.93
1798,2016-05-01,2017-05-01,7014,23,827.1
1799,2016-10-01,2017-10-01,3747,26,851.62
1800,2016-01-01,2016-12-31,22905,30,880.24
1801,2016-07-01,2017-07-01,22088,70,1049.7
1802,2016-07-01,2017-07-01,19056,2,634.93
1803,2016-01-01,2016-12-31,12644,30,2200.6
1804,2016-01-01,2016-12-31,15831,36,916.7
1805,2016-01-01,2016-12-31,22997,10,1651.29
1806,2016-01-01,2016-12-31,18710,89,1097.73
1807,2016-07-01,2017-07-01,13159,42,947.53
1808,2016-01-01,2016-12-31,10449,147,1198.09
1809,2016-02-01,2017-01-31,6831,80,1076.41
1810,2016-07-01,2017-07-01,8368,3,524.65
1811,2016-07-01,2017-07-01,3440,22,818.21
1812,2016-01-01,2016-12-31,18173,36,916.7
1813,2016-07-01,2017-07-01,23976,182,2481.6
1814,2016-07-01,2017-07-01,22039,9,639.44
1815,2016-01-01,2016-12-31,20373,12,696.98
1816,2016-08-01,2017-08-01,20554,19,986.11
1817,2016-01-01,2016-12-31,11356,50,982.4
1818,2016-05-01,2017-05-01,16751,5,782.83
1819,2016-07-01,2017-07-01,27057,30,1760.48
1820,2016-07-01,2017-07-01,21751,10,660.52
1821,2016-01-01,2016-12-31,9331,2,423.29
1822,2016-01-01,2016-12-31,17473,25,843.78
1823,2016-07-01,2017-07-01,16315,7,883.77
1824,2016-05-01,2017-05-01,22908,50,982.4
1825,2016-07-01,2017-07-01,8832,6,558.35
1826,2016-07-01,2017-07-01,16294,30,880.24
1827,2016-01-01,2016-12-31,22235,15,741.61
1828,2016-01-01,2016-12-31,13943,1,200
1829,2016-10-01,2017-10-01,18562,10,825.65
1830,2016-07-01,2017-07-01,16165,30,1100.3
1831,2016-01-01,2016-12-31,21289,1,200
1832,2016-07-01,2017-07-01,978,5,521.89
1833,2016-07-01,2017-07-01,16881,6,558.35
1834,2016-10-01,2017-10-01,17244,30,880.24
1835,2016-01-01,2016-12-31,5453,24,835.61
1836,2016-02-01,2017-01-31,23320,1,200
1837,2016-01-01,2016-12-31,21914,21,808.9
1838,2016-01-01,2016-12-31,2049,1,200
1839,2016-01-01,2016-12-31,2633,176,1234.1
1840,2016-08-01,2017-08-01,10049,30,1100.3
1841,2016-02-01,2017-01-31,23832,7,1178.36
1842,2016-07-01,2017-07-01,13189,12,696.98
1843,2016-01-01,2016-12-31,18107,13,712.99
1844,2016-04-01,2017-04-01,20049,22,1534.14
1845,2016-02-01,2017-01-31,25905,35,1138.84
1846,2016-06-01,2017-06-01,23103,30,1650.45
1847,2016-04-01,2017-04-01,6531,31,886.8
1848,2016-01-01,2016-12-31,16483,38,927.52
1849,2016-01-01,2016-12-31,1335,53,1242.57
1850,2016-07-01,2017-07-01,4820,32,1786.29
1851,2016-12-01,2017-12-01,7367,34,905.27
1852,2016-09-01,2017-09-01,13247,69,1308.53
1853,2016-05-01,2017-05-01,13736,30,1100.3
1854,2016-07-01,2017-07-01,16011,30,880.24
1855,2016-12-01,2017-12-01,15800,50,2456.01
1856,2016-07-01,2017-07-01,2462,30,880.24
1857,2016-01-01,2016-12-31,20092,28,866.44
1858,2016-01-01,2016-12-31,3587,6,558.35
1859,2016-01-01,2016-12-31,16877,21,1213.36
1860,2016-10-01,2017-10-01,422,19,788.89
1861,2016-01-01,2016-12-31,17163,1,200
1862,2016-01-01,2016-12-31,7968,2,338.63
1863,2016-07-01,2017-07-01,7633,10,825.65
1864,2016-01-01,2016-12-31,12730,30,880.24
1865,2016-02-01,2017-01-31,9177,1,200
1866,2016-07-01,2017-07-01,13958,192,1564.37
1867,2016-01-01,2016-12-31,5425,86,1363.59
1868,2016-03-01,2017-03-01,19089,29,873.46
1869,2016-07-01,2017-07-01,8327,10,1651.29
1870,2016-01-01,2016-12-31,4169,43,952.24
1871,2016-12-01,2017-12-01,23619,2,338.63
1872,2016-01-01,2016-12-31,22188,3,419.72
1873,2016-07-01,2017-07-01,8071,44,956.84
1874,2016-08-01,2017-08-01,12934,5,521.89
1875,2016-07-01,2017-07-01,18140,14,727.81
1876,2016-01-01,2016-12-31,15230,19,788.89
1877,2016-07-01,2017-07-01,26036,14,727.81
1878,2016-08-01,2017-08-01,26900,6,558.35
1879,2016-04-01,2017-04-01,22144,59,1015.51
1880,2016-07-01,2017-07-01,8395,13,1069.48
1881,2016-07-01,2017-07-01,12747,53,1242.57
1882,2016-07-01,2017-07-01,20086,26,851.62
1883,2016-01-01,2016-12-31,10669,1,200
1884,2016-10-01,2017-10-01,8815,3,419.72
1885,2016-01-01,2016-12-31,26356,179,1237.48
1886,2016-07-01,2017-07-01,13725,22,818.21
1887,2016-07-01,2017-07-01,2172,30,1100.3
1888,2016-07-01,2017-07-01,6145,53,994.06
1889,2016-03-01,2017-03-01,20115,30,1320.36
1890,2016-10-01,2017-10-01,15446,15,741.61
1891,2016-07-01,2017-07-01,20082,2,338.63
1892,2016-07-01,2017-07-01,9852,104,1128.88
1893,2016-07-01,2017-07-01,842,245,1300.25
1894,2016-10-01,2017-10-01,18561,29,873.46
1895,2016-08-01,2017-08-01,14642,5,521.89
1896,2016-01-01,2016-12-31,13998,6,558.35
1897,2016-01-01,2016-12-31,9171,6,697.94
1898,2016-01-01,2016-12-31,19768,30,880.24
1899,2016-07-01,2017-07-01,15253,30,880.24
1900,2016-01-01,2016-12-31,8387,1,250
1901,2016-01-01,2016-12-31,11979,86,1363.59
1902,2016-01-01,2016-12-31,14146,43,1190.3
1903,2016-09-01,2017-09-01,26137,5,1043.78
1904,2016-04-01,2017-04-01,15552,24,1044.51
1905,2016-01-01,2016-12-31,23280,16,754.52
1906,2016-06-01,2017-06-01,7783,6,558.35
1907,2016-01-01,2016-12-31,19753,70,2624.25
1908,2016-01-01,2016-12-31,13442,9,639.44
1909,2016-12-01,2017-12-01,18555,61,1022.17
1910,2016-08-01,2017-08-01,3554,8,615.89
1911,2016-01-01,2016-12-31,23945,22,1022.76
1912,2016-07-01,2017-07-01,14735,89,1372.16
1913,2016-07-01,2017-07-01,15584,64,1031.78
1914,2016-10-01,2017-10-01,19953,14,727.81
1915,2016-11-01,2017-11-01,10592,12,696.98
1916,2016-07-01,2017-07-01,4799,46,965.73
1917,2016-01-01,2016-12-31,25933,3,419.72
1918,2016-09-01,2017-09-01,15905,34,1131.59
1919,2016-01-01,2016-12-31,6890,149,1500.99
1920,2016-01-01,2016-12-31,10742,30,880.24
1921,2016-01-01,2016-12-31,16104,85,2177.06
1922,2016-08-01,2017-08-01,17741,37,1152.73
1923,2016-01-01,2016-12-31,10579,48,1217.8
1924,2016-06-01,2017-06-01,27280,30,880.24
1925,2016-07-01,2017-07-01,11694,10,660.52
1926,2016-07-01,2017-07-01,6884,45,961.33
1927,2016-07-01,2017-07-01,21500,31,886.8
1928,2016-10-01,2017-10-01,14312,83,1083.77
1929,2016-01-01,2016-12-31,1379,30,880.24
1930,2016-07-01,2017-07-01,21718,26,1703.24
1931,2016-04-01,2017-04-01,21947,5,521.89
1932,2016-07-01,2017-07-01,26763,35,911.07
1933,2016-01-01,2016-12-31,16138,1,250
1934,2016-11-01,2017-11-01,23175,30,880.24
1935,2016-01-01,2016-12-31,15968,16,754.52
1936,2016-01-01,2016-12-31,18592,14,727.81
1937,2016-09-01,2017-09-01,6087,6,558.35
1938,2016-07-01,2017-07-01,5541,112,1143.7
1939,2016-08-01,2017-08-01,10744,50,1228.01
1940,2016-02-01,2017-01-31,7926,4,715.89
1941,2016-03-01,2017-03-01,12810,33,899.3
1942,2016-03-01,2017-03-01,2012,36,916.7
1943,2016-04-01,2017-04-01,14415,51,986.37
1944,2016-05-01,2017-05-01,20418,77,1068.76
1945,2016-07-01,2017-07-01,20494,37,922.18
1946,2016-07-01,2017-07-01,20057,30,1320.36
1947,2016-04-01,2017-04-01,24416,7,883.77
1948,2016-01-01,2016-12-31,20904,7,589.18
1949,2016-12-01,2017-12-01,18622,4,477.26
1950,2016-01-01,2016-12-31,6296,47,1455.04
1951,2016-07-01,2017-07-01,4623,13,712.99
1952,2016-01-01,2016-12-31,19313,32,893.15
1953,2016-07-01,2017-07-01,17860,10,660.52
1954,2016-05-01,2017-05-01,24578,15,741.61
1955,2016-06-01,2017-06-01,8086,16,754.52
1956,2016-11-01,2017-11-01,26136,69,1308.53
1957,2016-07-01,2017-07-01,27086,4,477.26
1958,2016-07-01,2017-07-01,18781,16,754.52
1959,2016-07-01,2017-07-01,19086,65,1552.32
1960,2016-01-01,2016-12-31,19832,30,880.24
1961,2016-11-01,2017-11-01,21214,37,1152.73
1962,2016-01-01,2016-12-31,5802,8,615.89
1963,2016-01-01,2016-12-31,4482,59,1015.51
1964,2016-01-01,2016-12-31,25911,34,905.27
1965,2016-10-01,2017-10-01,16743,64,1031.78
1966,2016-01-01,2016-12-31,5050,60,1018.87
1967,2016-04-01,2017-04-01,4019,5,652.36
1968,2016-01-01,2016-12-31,25917,25,1582.08
1969,2016-07-01,2017-07-01,16201,30,880.24
1970,2016-01-01,2016-12-31,21693,17,766.64
1971,2016-07-01,2017-07-01,27214,33,899.3
1972,2016-07-01,2017-07-01,16447,96,2225.74
1973,2016-01-01,2016-12-31,24420,29,873.46
1974,2016-10-01,2017-10-01,14323,54,997.8
1975,2016-01-01,2016-12-31,17570,45,2403.33
1976,2016-08-01,2017-08-01,18835,30,880.24
1977,2016-10-01,2017-10-01,1340,16,1131.78
1978,2016-07-01,2017-07-01,19211,1,300
1979,2016-07-01,2017-07-01,14426,51,986.37
1980,2016-09-01,2017-09-01,19647,25,1687.55
1981,2016-01-01,2016-12-31,12781,33,899.3
1982,2016-07-01,2017-07-01,20187,32,893.15
1983,2016-01-01,2016-12-31,16784,8,769.86
1984,2016-07-01,2017-07-01,12247,18,1167.11
1985,2016-07-01,2017-07-01,4525,13,712.99
1986,2016-05-01,2017-05-01,19773,1,200
1987,2016-03-01,2017-03-01,24731,80,1345.51
1988,2016-01-01,2016-12-31,22061,17,958.3
1989,2016-03-01,2017-03-01,12027,30,880.24
1990,2016-05-01,2017-05-01,14516,13,712.99
1991,2016-07-01,2017-07-01,3012,288,1332.59
1992,2016-01-01,2016-12-31,14273,30,1100.3
1993,2016-11-01,2017-11-01,9665,15,741.61
1994,2016-01-01,2016-12-31,3181,44,956.84
1995,2016-01-01,2016-12-31,19797,22,818.21
1996,2016-01-01,2016-12-31,6441,66,1037.93
1997,2016-01-01,2016-12-31,3656,8,923.83
1998,2016-01-01,2016-12-31,11735,30,880.24
1999,2016-01-01,2016-12-31,2398,37,922.18
2000,2016-02-01,2017-01-31,1739,2,634.93
2001,2016-09-01,2017-09-01,19352,86,1363.59
2002,2016-01-01,2016-12-31,16434,9,799.31
2003,2016-07-01,2017-07-01,15761,30,880.24
2004,2016-07-01,2017-07-01,2702,153,1206.09
2005,2016-01-01,2016-12-31,11486,24,1044.51
2006,2016-07-01,2017-07-01,15795,83,2709.42
2007,2016-01-01,2016-12-31,8290,144,1492.45
2008,2016-05-01,2017-05-01,16033,21,808.9
2009,2016-05-01,2017-05-01,15270,30,880.24
2010,2016-07-01,2017-07-01,23836,102,1124.99
2011,2016-04-01,2017-04-01,13302,82,1351.68
2012,2016-07-01,2017-07-01,26363,25,843.78
2013,2016-01-01,2016-12-31,497,3,419.72
2014,2016-07-01,2017-07-01,17062,12,696.98
2015,2016-07-01,2017-07-01,886,47,970.03
2016,2016-01-01,2016-12-31,22294,2,677.26
2017,2016-08-01,2017-08-01,4152,50,982.4
2018,2016-02-01,2017-01-31,25955,4,477.26
2019,2016-01-01,2016-12-31,13337,35,911.07
2020,2016-10-01,2017-10-01,13026,16,943.15
2021,2016-04-01,2017-04-01,14350,30,1100.3
2022,2016-02-01,2017-01-31,26764,54,1247.25
2023,2016-01-01,2016-12-31,16043,28,1083.05
2024,2016-03-01,2017-03-01,26624,11,679.58
2025,2016-01-01,2016-12-31,20223,5,1043.78
2026,2016-01-01,2016-12-31,1180,10,660.52
2027,2016-02-01,2017-01-31,17336,45,2403.33
2028,2016-07-01,2017-07-01,11833,5,521.89
2029,2016-01-01,2016-12-31,10147,91,1377.71
2030,2016-12-01,2017-12-01,4966,3,524.65
