company_id,address,country,state,company_type,industry_code,sector_code,locations,year_founded,employees,risk_zone,revenue,cost_of_revenue,legal_involvement,internet_complaints
214,"12612 West Alameda Parkway    Lakewood CO, 80228",USA,CO,1,9180,9,2,2011,,3,,,0,2
215,"125 Foss Creek Circle    Healdsburg CA, 95448",USA,CA,1,7635,7,4,,34,,8158.55,3322.67,0,0
216,,CHE,,1,8869,8,3,2008,,,,,0,4
217,"14228 Midway Road Suite 207   Dallas TX, 75244",USA,TX,1,1515,1,2,2015,27,3,11438.65,7648.9,0,0
218,"8750 North Central Expressway Suite 1800 Lockbox 20  Dallas TX, 75231",USA,TX,1,1071,1,2,2015,,,,,0,0
219,"Trump Tower I 16001 Collins Avenue Suite 3202  Sunny Isles Beach FL, 33160",USA,FL,1,7104,7,1,2014,29,5,20606.74,7962.48,0,5
220,"2560 General Armistead Avenue    Audubon PA, 19403",USA,PA,1,7867,7,1,2015,21,2,7014.83,2268.27,0,0
221,"309 Waverley Oaks Road Suite 105   Waltham MA, 02452",USA,MA,1,9149,9,1,2014,7,,10936.66,8570.05,1,1
222,"5600 Rowland Road Suite 250   Minnetonka MN, 55343",USA,MN,1,8993,8,1,,1,,3162.55,2451.35,0,1
223,"1245 Q Street    Lincoln NE, 68508",USA,NE,1,2760,2,1,2014,8,,6513.40,5336.44,0,1
224,"3000 Steeles Avenue East Suite 700   Markham ON, L3R 9W2",CAN,ON,1,4116,4,1,2016,7,1,1308.10,480.59,1,1
225,"99 Hayden Avenue Suite 230   Lexington MA, 02421",USA,MA,1,4287,4,1,2016,19,,1501.53,871.03,1,1
226,"350 Cambridge Avenue Suite 350   Palo Alto CA, 94306",USA,CA,1,8867,8,2,,21,,12547.47,11860.13,0,0
227,"47 Avenue Road Suite 200   Toronto ON, M5R 2G3",CAN,ON,1,8869,8,2,2017,,,,,0,1
228,"100 Corporate Court    South Plainfield NJ, 07080",USA,NJ,1,6226,6,5,2017,45,,9048.16,6273.13,0,1
229,"135 East 57th Street 24th Floor   New York NY, 10022",USA,NY,1,8275,8,2,,10,,10395.03,9611.65,0,2
230,"430 East 29th Street Suite 900   New York NY, 10016",USA,NY,1,6683,6,5,2002,,,,,0,4
231,"4301 Emperor Boulevard Suite 400   Durham NC, 27703",USA,NC,1,5494,5,1,2015,3,,10046.54,4611.62,0,2
232,"675 Arapeen Drive Suite 202   Salt Lake City UT, 84108",USA,UT,1,0163,0,6,2011,67,,5695.12,3864.32,1,1
233,"Clonshaugh Business and Technology Park Coolock   Dublin , D17 E400",IRL,,1,8869,8,3,2017,20,,16089.65,17067.56,0,5
234,"210 Main Street West    Baudette MN, 56623",USA,MN,1,2379,2,4,2009,28,5,4460.31,3590.92,0,1
235,"Treasury Building Lower Grand Canal Street   Dublin , 2",IRL,,1,2307,2,1,2016,6,,1703.36,2147.43,0,1
236,"2980 Beverly Glen Circle Suite 301   Los Angeles CA, 90077",USA,CA,1,7023,7,2,2015,,,,,0,0
237,"11325 Random Hills Road    Fairfax VA, 22030",USA,VA,1,4116,4,2,2017,17,2,1914.73,1703.51,0,0
238,"18101 Von Karman Avenue Suite 700   Irvine CA, 92612",USA,CA,1,9142,9,1,2016,6,2,3059.87,2272.31,0,0
239,"3901 North Front Street    Harrisburg PA, 17110",USA,PA,1,8993,8,3,2014,22,3,3615.28,3463.23,0,0
240,"10 Woodfin Street    Asheville NC, 28801",USA,NC,1,2379,2,1,,1,,2351.59,1577.48,0,0
241,"1600 Redbud Boulevard Suite 400   McKinney TX, 75069",USA,TX,1,8869,8,2,2013,17,,17815.54,16926.98,0,0
242,"200 South Main Street    West Bend WI, 53095",USA,WI,1,1071,1,,2015,29,,4881.32,3811.1,0,1
243,"800 Fifth Avenue Suite 4100   Seattle WA, 98104",USA,WA,1,4479,4,4,2009,127,,2456.85,2312.36,1,4
244,"501 Fairmount Avenue Suite 200   Towson MD, 21286",USA,MD,1,5345,5,,2014,47,,661.25,462.23,0,0
245,"8105 Birch Bay Square Street Suite 205   Blaine WA, 98230",USA,WA,1,2174,2,5,2002,44,,10937.14,10428.93,0,0
246,"9107 Wilshire Boulevard Suite 450   Beverly Hills CA, 90210",USA,CA,1,5345,5,4,,20,,4157.80,1670.52,0,3
247,"Adelphi Plaza Upper George's Street   Dún Laoghaire , A96 T927",IRL,,1,2364,2,1,2015,,3,,,0,0
248,"9704 Medical Center Drive    Rockville MD, 20850",USA,MD,1,6044,6,15,,189,,19017.79,11378.52,0,6
249,"1450 Infinite Drive    Louisville CO, 80027",USA,CO,1,7234,7,4,,99,4,5771.96,2584.55,0,1
250,"800 Chesapeake Drive    Redwood City CA, 94063",USA,CA,1,0264,0,1,2015,18,,20565.90,16915.81,1,1
251,"9708 Medical Center Drive    Rockville MD, 20850",USA,MD,1,8867,8,1,2016,,,,,0,1
252,"84 October Hill Road Suite 11   Holliston MA, 01746",USA,MA,1,8869,8,1,2017,1,3,5820.56,5235.16,1,1
253,"9595 Wilshire Boulevard Suite 900   Beverly Hills CA, 90212",USA,CA,1,7023,7,1,2015,29,,3788.97,1293.89,0,4
254,"9 4th Avenue    Waltham MA, 02451",USA,MA,1,9371,9,3,,15,5,1625.02,1523.61,0,0
255,"2505 Meridian Parkway Suite 100   Durham NC, 27713",USA,NC,1,3458,3,1,2017,1,,2282.99,1423.41,0,1
256,"17 State Street 7th Floor   New York NY, 10004",USA,NY,1,4932,4,1,2015,17,,1539.81,1377.89,1,1
257,"88 Sidney Street    Cambridge MA, 02139",USA,MA,1,3833,3,2,,2,,1536.46,933.2,0,1
258,"37 North Orange Avenue Suite 607   Orlando FL, 32801",USA,FL,1,5494,5,3,2008,37,,1598.01,594.4,0,0
259,"201 Route 17 North 2nd Floor   Rutherford NJ, 07070",USA,NJ,1,8867,8,1,,,,,,0,1
260,"111 Oyster Point Boulevard    South San Francisco CA, 94080",USA,CA,1,6226,6,5,2017,90,,9496.05,5445.05,0,0
261,"801 Capitola Drive Suite 12   Durham NC, 27713",USA,NC,1,0550,0,2,2015,32,,39903.36,32322.3,1,2
262,"111 West Lemon Avenue 2nd Floor   Monrovia CA, 91016",USA,CA,1,6683,6,2,2015,45,3,49089.63,29164.82,0,3
263,"949 Fell Street 2nd Floor   Baltimore MD, 21231",USA,MD,1,2307,2,3,2011,27,2,3089.07,2399.52,0,1
264,"750 Lexington Avenue Eleventh Floor   New York NY, 10022",USA,NY,1,6683,6,25,,270,2,22393.88,13646.94,0,1
265,"400 Technology Square 4th Floor   Cambridge MA, 02139",USA,MA,1,5314,5,3,,12,,8864.86,4329.52,0,1
266,"PO Box 25    Jackson Center PA, 16133",USA,PA,1,2280,2,1,2015,6,,2086.75,1782.43,0,3
267,"No.1 Zhongying Commercial Plaza Zhong Ying Road Wujiang District  Suzhou , 215200",CHN,,1,9142,9,4,2009,34,,11262.78,12136.5,0,0
268,"400 Burrard Street Suite 1400   Vancouver BC, V6C 3A6",CAN,BC,1,3366,3,3,,15,,7087.81,5381.04,1,2
269,"Ally Detroit Center 10th Floor 500 Woodward Avenue  Detroit MI, 48226",USA,MI,1,2535,2,4,2009,46,,14175.37,13245.02,0,1
270,"505 Kootenay Street    Nelson BC, V1L 1K9",CAN,BC,1,5345,5,3,2014,,,,,0,0
271,"15438 North Florida Avenue Suite 201   Tampa FL, 33613",USA,FL,1,0264,0,3,,,3,,,1,1
272,"59 Maiden Lane 38th Floor   New York NY, 10038",USA,NY,1,9180,9,2,2017,8,,2255.26,1580.61,0,1
273,"953 American Lane 3rd Floor   Schaumburg IL, 60173",USA,IL,1,7104,7,4,2005,83,,24801.75,9506.19,0,0
274,"62 Steacie Drive Suite 201   Ottawa ON, K2K 2A9",CAN,ON,1,7523,7,2,2011,40,5,7257.08,3951.64,0,0
275,"10 Corporate Drive Suite 300   Burlington MA, 01803",USA,MA,1,2764,2,3,,27,1,24082.31,21648.14,0,4
276,"111 West Washington Street Suite 2100   Chicago IL, 60602",USA,IL,1,9180,9,1,2015,,,,,0,0
277,"1596 Lavista Road NE    Atlanta GA, 30329",USA,GA,1,5085,5,5,2002,60,1,4983.56,2558.57,0,1
278,"10 Oceana Way    Norwood MA, 02062",USA,MA,1,0200,0,3,2008,54,4,10033.38,8260.54,0,0
279,"4051 Broad Street Suite 220   San Luis Obispo CA, 93401",USA,CA,1,8275,8,1,2015,13,5,23750.99,22304.96,0,2
280,,CHN,,1,1173,1,1,2015,,,,,0,2
281,,CHN,,1,8993,8,2,2015,20,,23257.53,24585.63,0,1
282,"10614 Science Center Drive    San Diego CA, 92121",USA,CA,1,6226,6,5,2007,186,5,21204.04,13191.07,0,3
283,"277 Lakeshore Road East Suite 302   Oakville ON, L6J 1H9",CAN,ON,1,7867,7,3,2008,85,,7757.26,3454.07,0,4
284,"75 Park Plaza 4th Floor   Boston MA, 02116",USA,MA,1,9466,9,2,,15,2,2922.03,1981.37,0,2
285,"354 Merrimack Street Suite 4   Lawrence MA, 01843",USA,MA,1,4932,4,1,,77,3,5782.39,4998.83,1,2
286,"375 Pheasant Run    Newtown PA, 18940",USA,PA,1,1173,1,1,2017,2,,7167.27,4743.8,0,0
287,"15 Prince Arthur Avenue    Toronto ON, M5R 1B2",CAN,ON,1,2760,2,1,2014,,,,,0,0
288,"100 Phoenix Drive Suite 190   Ann Arbor MI, 48108",USA,MI,1,1173,1,1,2015,11,,15806.44,11411.39,0,0
289,"10 Sylvan Way    Parsippany NJ, 07054",USA,NJ,1,5345,5,4,2013,18,4,1164.46,375.28,0,0
290,"Bartolomé Mitre 434 5th Floor   Buenos Aires , C1036AAH",ARG,,1,1173,1,3,2011,45,,4041.83,3975.27,0,0
291,"301 Sylvan Avenue    Englewood Cliffs NJ, 07632",USA,NJ,1,2364,2,2,2017,3,,1463.60,1464.8,0,0
292,"313 Frederica Street    Owensboro KY, 42301",USA,KY,1,5085,5,1,2016,7,,1477.06,778.04,0,0
293,"7151 Columbia Gateway Drive Suite A   Columbia MD, 21046",USA,MD,1,0264,0,1,2017,8,,10325.77,8302.54,1,3
294,"100 Hegenberger Road    Oakland CA, 94621",USA,CA,1,5494,5,3,2011,32,,1306.36,454.53,1,9
295,"860 North Rapids Road    Manitowoc WI, 54221",USA,WI,1,9180,9,3,2008,39,,2867.24,1515.62,0,0
296,"1736 Carothers Parkway Suite 100   Brentwood TN, 37027",USA,TN,1,9466,9,4,2009,30,,2777.55,2845.8,0,0
297,"660 South Figueroa Street Suite 1888   Los Angeles CA, 90017",USA,CA,1,2535,2,,2015,46,2,1868.04,1977.78,0,0
298,"722 Columbia Avenue    Franklin TN, 37064",USA,TN,1,9149,9,3,,27,1,10170.90,8332.42,0,1
299,"4570 South Eastern Avenue Suite 26-221   Las Vegas NV, 89119",USA,NV,1,4932,4,1,2015,,2,,,1,4
300,"9-2857 Sherwood Heights Drive    Oakville ON, L6J 7J9",CAN,ON,1,2535,2,2,2011,39,3,2597.96,3232.86,0,6
301,"40 Namal Tel Aviv Street    Tel Aviv , 6350671",ISR,,1,2307,2,2,2013,30,4,18310.46,19680.42,0,1
302,"11801 Pierce Street 2nd Floor   Riverside CA, 92505",USA,CA,1,1178,1,1,2016,8,,2895.86,1724.9,0,3
303,"601 108th Avenue Northeast Suite 1900   Bellevue WA, 98004",USA,WA,1,1515,1,5,2012,67,5,14380.57,10023.82,0,0
304,,USA,TX,1,4215,4,2,,6,,5145.42,3919.68,0,1
305,"15301 Dallas Parkway Suite 500 Addison  Dallas TX, 75001",USA,TX,1,0264,0,12,1993,187,,8436.17,7336.76,1,3
306,"311 South Division Street    Carson City NV, 89703",USA,NV,1,1178,1,2,2015,24,,21484.62,15147.31,0,4
307,"270 Brannan Street    San Francisco CA, 94107",USA,CA,1,6683,6,10,1997,144,,106349.57,63101.3,0,0
308,"1100 CommScope Place, SE    Hickory NC, 28602",USA,NC,1,9465,9,2,,33,5,3823.84,3067.3,0,2
309,"3101 Jay Street    Santa Clara CA, 95054",USA,CA,1,8867,8,1,2016,2,,10120.95,9398.04,0,0
310,"4, rue Albert Borschette    Luxembourg City , 1246",LUX,,1,9142,9,3,2014,23,2,6762.39,6622.71,0,1
311,"311 Broadway    Point Pleasant Beach NJ, 08742",USA,NJ,1,8869,8,2,2013,22,,28557.69,26903.83,0,3
312,"34 South Molton Street    London , W1K 5RG",GBR,,1,3833,3,1,,10,1,1240.29,1170.97,1,2
313,"12920 SE 38th Street    Bellevue WA, 98006",USA,WA,1,5494,5,5,2002,48,3,5729.92,2757.06,0,3
314,"5847 San Felipe Street Suite 3700   Houston TX, 77057",USA,TX,1,2535,2,4,,,5,,,0,4
315,"3755 Avocado Boulevard Suite 108   La Mesa CA, 91941",USA,CA,1,4932,4,1,2014,34,,5142.30,3976.92,0,2
316,"2100 Powell Street 12th Floor   Emeryville CA, 94608",USA,CA,1,8869,8,1,2017,4,,3226.15,2852.67,1,1
317,"3043 Townsgate Road    Westlake Village CA, 91361",USA,CA,1,8867,8,5,2017,13,,13139.05,12483.42,0,0
318,"14757 South Cicero Avenue    Midlothian IL, 60445",USA,IL,1,5345,5,5,2017,32,2,704.04,669.84,0,3
319,"The Empire State Building 44th Floor 350 Fifth Avenue  New York NY, 10118",USA,NY,1,6973,6,,,125,1,11525.47,7569.38,0,2
320,"4626 North 300 West Suite 365   Provo UT, 84604",USA,UT,1,8501,8,4,,14,,12197.11,11113.36,0,4
321,"P.O. Box 636 Stn F    Toronto ON, M4Y 2N6",CAN,ON,1,2307,2,,2015,37,5,3904.19,4692.72,0,0
322,"112 North Curry Street    Carson City NV, 89703",USA,NV,1,3458,3,1,2017,3,2,1127.88,878.28,0,0
323,"37 Columbine Drive    Glenmont NY, 12077",USA,NY,1,3458,3,5,,5,,2766.43,2235.55,1,4
324,"390 Bay Street Suite 806   Toronto ON, M5H 2Y2",CAN,ON,1,4116,4,3,2014,41,,4732.89,4072.94,0,1
325,"4316 Tennyson Street    Denver CO, 80212",USA,CO,1,0200,0,12,2005,179,,7519.80,6315.01,0,6
326,"3363 NE 163rd Street Suite 705   North Miami Beach FL, 33160",USA,FL,1,9466,9,1,2017,7,3,4965.70,4488.79,0,0
327,"7900 Harkins Road    Lanham MD, 20706",USA,MD,1,8993,8,1,2016,,,,,0,0
328,"1501 Broadway Suite 801   New York NY, 10036",USA,NY,1,2174,2,1,2014,14,,2116.19,2081.56,0,0
329,"801 West Adams Street Suite 600   Chicago IL, 60607",USA,IL,1,0550,0,6,2011,131,4,17496.24,14756.86,1,3
330,"3500 West Olive Avenue Suite 810   Burbank CA, 91505",USA,CA,1,5645,5,1,2015,1,,2585.50,1306.16,0,1
331,"Empire State Building 21st Floor 350 Fifth Avenue  New York NY, 10118",USA,NY,1,2070,2,1,2014,15,,2513.99,2123.73,0,0
332,"CEC Plaza, Tower B 10th Floor 3 Dan Ling Street Haidian District Beijing , 100080",CHN,,1,7887,7,4,2005,110,3,19854.95,9092.4,0,1
333,"27 Drydock Avenue 2nd Floor   Boston MA, 02210",USA,MA,1,7104,7,3,2017,,1,,,0,0
334,"530 Fairview Avenue North Suite 2000   Seattle WA, 98109",USA,WA,1,4215,4,1,,60,3,4565.13,3547.12,0,0
335,"1345 Avenue Of The Americas 45th Floor   New York NY, 10105",USA,NY,1,5057,5,1,2017,4,1,3005.44,1702.09,0,0
336,"53 Forest Avenue    Old Greenwich CT, 06870",USA,CT,1,8993,8,1,,6,3,23832.28,21735.96,0,2
337,"6565 East Evans Avenue    Denver CO, 80224",USA,CO,1,5314,5,1,2016,,2,,,0,4
338,"1609 West Valley Boulevard Unit 338A   Alhambra CA, 91803",USA,CA,1,2989,2,1,2015,6,,3956.02,3195.69,0,0
339,"1550 Bedford Highway Suite 802   Bedford NS, B4A 1E6",CAN,NS,1,1071,1,4,,53,3,5183.89,5034.48,0,1
340,"23975 Park Sorrento Suite 400   Calabasas CA, 91302",USA,CA,1,2535,2,3,2017,16,5,2319.59,1751.03,0,3
341,"73 Front Street Fifth Floor   Hamilton , HM12",BMU,,1,2989,2,3,2017,8,5,2003.79,2249.25,0,3
342,"123 West Nye Lane Suite 455   Carson City NV, 89706",USA,NV,1,5314,5,1,2014,12,,1445.67,595.37,0,0
343,"25 St. James's Street    London , SW1A 1HA",GBR,,1,7023,7,1,2016,3,,26756.42,13564.31,0,0
344,"Building M 88 Inverness Circle East   Englewood CO, 80112",USA,CO,1,3946,3,3,,10,,3109.64,2919.66,0,0
345,"65 Calle Industria Bagumbayan   Quezon City , 1110",PHL,,1,8501,8,5,,26,,45490.20,52931.61,0,2
346,"Pitcairn House Crown Square Centrum 100  Burton-on-Trent , DE14 2WW",GBR,,1,9149,9,3,2014,,3,,,0,3
347,"5516 Fort Apache Road Suite 130   Cheyenne WY, 82001",USA,WY,1,0550,0,4,2009,85,4,3703.15,2677.03,1,3
348,"3 Azrieli Center (Triangle Tower) 42nd Floor   Tel Aviv , 67023",ISR,,1,4479,4,2,2017,7,,3625.08,3321.5,1,1
349,"One Northeast First Avenue    Ocala FL, 34470",USA,FL,1,5085,5,4,2009,17,,1579.08,1393.51,0,5
350,"Dieselstrasse 12    Metzingen , 72555",DEU,,1,5645,5,4,2009,22,4,3260.70,1727.79,0,1
351,"33-43 av. Georges Pompidou – Bât. D2    Labege , 31130",FRA,,1,5085,5,3,2017,5,5,1524.89,967.91,0,0
352,"12010 Sunset Hills Road    Reston VA, 20190",USA,VA,1,6226,6,20,2017,170,,20895.48,12539.31,0,0
353,"8500 Governor's Hill Drive Symmes Township   Cincinnati OH, 45249",USA,OH,1,8501,8,4,,36,,6667.34,6106.87,0,0
354,"505 Montgomery Street 11th Floor   San Francisco CA, 94111",USA,CA,1,2364,2,1,2017,5,1,1260.48,1198.02,0,0
355,"27-01 Queens Plaza North Suite 502 Long Island City  New York City NY, 11101",USA,NY,1,2379,2,1,2014,,,,,0,0
356,"20 Davis Drive    Belmont CA, 94002",USA,CA,1,9517,9,2,2013,,,,,0,6
357,"2000 University Avenue Suite 600   East Palo Alto CA, 94303",USA,CA,1,4410,4,4,,43,,1621.54,1112.69,1,7
358,"892 Ross Drive    Sunnyvale CA, 94089",USA,CA,1,2760,2,1,2016,6,5,9627.20,7656.72,0,0
359,"13139 Jess Pirtle Boulevard    Sugar Land TX, 77478",USA,TX,1,7234,7,3,,13,1,21673.00,9016.78,0,6
360,"8390 Lyndon B. Johnson Freeway 10th Floor   Dallas TX, 75243",USA,TX,1,2989,2,4,2017,7,4,6425.49,5814.14,0,0
361,"3000 Tannery Way    Santa Clara CA, 95054",USA,CA,1,8275,8,1,2017,1,1,8264.98,7730.5,0,0
362,"12870 Interurban Avenue South    Seattle WA, 98168",USA,WA,1,7104,7,1,2016,11,3,13858.18,5851.76,0,2
363,"17207 North Perimeter Drive Suite 210   Scottsdale AZ, 85255",USA,AZ,1,2535,2,,2012,39,,5476.61,4998.21,0,2
364,"6200 Sprint Parkway    Overland Park KS, 66251",USA,KS,1,6973,6,15,1987,288,4,29997.01,17861.27,1,2
365,"804 Carnegie Center    Princeton NJ, 08540",USA,NJ,1,9371,9,4,2017,28,,4891.43,4014.44,1,1
366,"800 – 1199 West Hastings Street    Vancouver BC, V6E 3T5",CAN,BC,1,5494,5,1,2016,2,,4021.20,2450.01,0,0
367,"4280 Hacienda Drive    Pleasanton CA, 94588",USA,CA,1,4750,4,1,2017,7,,2710.56,1390.69,0,1
368,"871 Coronado Center Drive Suite 200   Henderson NV, 89052",USA,NV,1,2989,2,3,2014,14,5,8264.60,6883.01,0,0
369,"50, chemin de la Chênaie CP30   Bellevue , 1293",CHE,,1,3946,3,3,2008,,,,,1,1
370,"48416 144th Street PO Box 356   Big Stone City SD, 57216",USA,SD,1,3458,3,4,2013,17,,1569.33,792.53,1,5
371,"OT Thalheim Sonnenallee 17-21   Bitterfeld-Wolfen , 06766",DEU,,1,8869,8,3,,10,2,18490.80,22517.95,0,0
372,"Kerry Cargo Centre 16th Floor 55 Wing Kei Road  Kwai Chung , ",HKG,,1,7887,7,,2017,78,,11647.90,5983.45,0,0
373,"3400 SW 26th Terrace Suite A-8   Fort Lauderdale FL, 33312",USA,FL,1,5494,5,,,6,,2818.92,991.66,0,1
374,"2603 Augusta Drive Suite 840   Houston TX, 77057",USA,TX,1,0456,0,1,2017,2,,7620.47,6053.87,1,5
375,"20062 SW Birch Street Suite 220   Newport Beach CA, 92660",USA,CA,1,4410,4,1,2015,17,4,1800.45,1623.17,1,4
376,"Robinsons Equitable Tower 43rd Floor Ortigas Center ADB Avenue corner Poveda Street Pasig , 1605",PHL,,1,6683,6,1,2016,22,,19384.47,14512.57,0,4
377,"PICC Building 1st-13th Floors No. 88 West Chang’an Avenue Xi Cheng District Beijing , 100031",CHN,,1,7635,7,4,,66,,7264.87,3708.67,0,1
378,"19 Ha'Yahalomim Street PO Box 12163   Ashdod , 7760049",ISR,,1,9371,9,4,2013,35,2,12425.61,13736.38,0,3
379,"CIFI Center Lane 1088 No. 39 Shenhong Road Minhang District Shanghai , ",CHN,,1,9517,9,3,,34,,8247.53,9552.69,0,0
380,"65 Alfred Road Studio 209   London , W2 5EU",GBR,,1,0782,0,,2017,59,,12356.11,12068.93,1,1
381,"6004 Tealside Court    Lithia FL, 33547",USA,FL,1,5956,5,6,,27,5,2285.44,744.34,0,0
382,"Shun Tak Centre West Tower 22nd Floor, Room 2205 200 Connaught Road, Central Sheung Wan , ",HKG,,1,2379,2,1,2016,5,4,2540.98,2969.76,0,1
383,"Dah Sing Financial Centre 16Th Floor 108 Gloucester Road  Wanchai , ",HKG,,1,2760,2,5,,58,,5777.65,6142.06,0,1
384,"Tower One International Towers Level 4  Barangaroo NSW, 2000",AUS,,1,5085,5,1,2017,9,,923.51,1429.56,0,2
385,"8844 Hillcrest Road    Kansas City MO, 64138",USA,MO,1,5345,5,2,2013,21,,3458.83,1804.32,0,7
386,"5690 Logan Street Unit A   Denver CO, 80216",USA,CO,1,2764,2,1,2015,10,3,2600.54,1972.68,1,5
387,"1 Terrasse Bellini Tour Initiale La Défense Cedex Paris , 92919",FRA,,1,4410,4,4,,,,,,0,1
388,"Universitätsstrasse 133    Bochum , 44803",DEU,,1,4932,4,1,2016,3,,1683.11,1785.95,1,1
389,"South County Business Park Leopardstown   Dublin , 18",IRL,,1,8867,8,4,2017,24,2,11537.65,12859.3,0,2
390,"2221 Olympic Boulevard PO Box 2400   Walnut Creek CA, 94595",USA,CA,1,6683,6,4,2013,112,,10116.51,6503.62,0,0
391,"385 East Colorado Boulevard    Pasadena CA, 91101",USA,CA,1,4479,4,5,2017,58,2,1174.21,675.98,1,1
392,"230 Park Avenue 19th Floor   New York NY, 10169",USA,NY,1,5956,5,1,2014,12,5,1131.80,364.75,0,0
393,"2404 Via Mariposa West, 1-A    Laguna Woods CA, 92637",USA,CA,1,0550,0,3,2008,59,,8535.46,7101.12,1,1
394,"110 Front Street Suite 300   Jupiter FL, 33477",USA,FL,1,2764,2,1,2014,14,,4389.10,4358.53,0,1
395,"626 East 1820 North    Orem UT, 84097",USA,UT,1,9465,9,1,2015,6,,1341.82,1235.6,0,7
396,"5075 South Syracuse Street    Denver CO, 80237",USA,CO,1,5494,5,1,,12,4,3475.62,2352.32,0,1
397,"5400 Carillon Point    Kirkland WA, 98033",USA,WA,1,7234,7,3,,64,,6683.86,2358.24,0,2
398,"10026 West San Juan Way    Littleton CO, 80127",USA,CO,1,0550,0,1,,21,,5067.28,4379.68,1,1
399,"5660 New Northside Drive    Atlanta GA, 30328",USA,GA,1,5494,5,1,2015,,,,,0,0
400,"220 Bay Street Suite 550   Toronto ON, M5J 2W4",CAN,ON,1,5345,5,2,2013,,3,,,0,0
401,"Honthorststraat 19    Amsterdam , 1071 DC",NLD,,1,5241,5,3,2011,26,,1025.92,1164.34,0,2
402,"210 Baronne Street    New Orleans LA, 70112",USA,LA,1,2307,2,4,2013,27,,21450.73,18934.89,0,3
403,"2835 Hollywood Boulevard Suite 500   Hollywood FL, 33020",USA,FL,1,2764,2,5,2007,,,,,0,0
404,"3651 Lindell Road Suite D155   Las Vegas NV, 89103",USA,NV,1,2364,2,4,2009,49,,6481.80,6056.37,0,1
405,,JPN,,1,6973,6,15,1972,192,,34858.29,26699.93,1,1
406,"Place de la Monnaie    Brussels , 1000",BEL,,1,5085,5,1,,3,,1099.50,505.84,0,5
407,"9, rue des Bateaux-Lavoirs ZAC Port d’Ivry   Ivry-sur-Seine , 94200",FRA,,1,7523,7,1,,53,,14457.01,7439.69,0,1
408,"Rykadan Capital Tower 11th Floor 135-137 Hoi Bun Road  Kwun Tong , ",HKG,,1,7867,7,3,,61,,5787.17,2363.74,0,3
409,"Humboldtstrasse 35    Leinfelden-Echterdingen , 70771",DEU,,1,7234,7,6,1999,101,2,10775.58,5461.18,0,3
410,"Crest House Pyrcroft Road   Chertsey , KT16 9GN",GBR,,1,7523,7,1,2017,2,,1871.09,1254.68,0,1
411,"GT Tower International 43rd Floor 6813 Ayala Avenue corner H.V. Dela Costa Street  Makati , 1227",PHL,,1,5345,5,4,2005,,4,,,1,1
412,"Indiabulls House Phase - V 448-451, Udyog Vihar  Gurugram , 122001",IND,,1,7104,7,1,,18,3,5689.19,2752.86,0,2
413,"1177 West Hastings Street Suite 2300   Vancouver BC, V6E 2K3",CAN,BC,1,7867,7,1,2015,,,,,0,0
414,"Tower C, Corporate Square 2-6 Floor 35 Finance Street Xicheng District Beijing , 100033",CHN,,1,8275,8,1,2017,2,,7888.00,9130.41,0,0
415,"205 Avenue Del Mar Suite 984   San Clemente CA, 92674",USA,CA,1,6226,6,5,,134,,32707.70,19538.4,0,3
416,"ul. Zlota 61 lok. 100    Warsaw , 00-918",POL,,1,7023,7,1,2015,,1,,,0,0
417,"1-6-1, Marunouchi Chiyoda-ku   Tokyo , 100-0005",JPN,,1,4215,4,1,2016,5,,3781.45,3018.55,1,3
418,"777 Third Avenue 37th Floor   New York NY, 10017",USA,NY,1,3458,3,1,2015,,,,,0,1
419,"2-1-1, Nihonbashi Muromachi Chuo-Ku   Tokyo , 103-0022",JPN,,1,4750,4,1,2017,10,,2909.46,3622.85,1,1
420,"138 East 7th Avenue Suite 100   Vancouver BC, V5T 1M6",CAN,BC,1,4932,4,,2015,77,,2132.03,2244.39,0,3
421,"Barbara Strozzilaan 382    Amsterdam , 1083 HN",NLD,,1,7635,7,3,2008,61,4,17833.89,9448.04,0,1
422,"Churchill Court Westmoreland Road   Bromley , BR1 1DP",GBR,,1,9149,9,2,2011,19,,10382.00,10876.13,0,1
423,"TK Minami Aoyama Building 2-6-21 Minami Aoyama Minato-ku  Tokyo , 107-0062",JPN,,1,0550,0,1,2015,10,,2980.76,2829.83,1,1
424,"30 Marnix Avenue    Brussels , 1000",BEL,,1,1173,1,6,2005,61,,5488.90,4913.18,0,7
425,"229 Tongda Avenue Economic and Technological Development Zone   Suqian , 223800",CHN,,1,6683,6,5,2012,102,,48094.38,32657.67,1,1
426,"20805 North 19th Avenue Suite 2   Phoenix AZ, 85027",USA,AZ,1,8867,8,1,2014,,,,,0,6
427,"901, Park Centra 9th floor Sector 30 NH-8 Gurgaon , 122001",IND,,1,2379,2,4,2005,35,2,2940.36,3729.31,0,0
428,"Rellinghauser Strasse 1-11    Essen , 45128",DEU,,1,8993,8,4,2017,,,,,0,0
429,"10153 East Hampton Avenue Suite 101   Mesa AZ, 85209",USA,AZ,1,4479,4,5,2002,144,,5985.87,4642.72,0,0
430,"40 Creek Street Level 13   Brisbane QLD, 4000",AUS,,1,1173,1,1,2016,16,,7274.71,6837.83,0,0
431,"10824 North Dale Mabry Highway    Tampa FL, 33618",USA,FL,1,2070,2,1,,3,,3433.85,2327.33,0,0
432,"ul. Lopuszanska 38 D    Warsaw , 02-232",POL,,1,8568,8,4,2005,46,4,11674.27,14971.88,0,1
